LR,Heads,Embeddings,Block Size,Batch Size,Layers,Size,final_loss,total_training_time,Step 0 Loss,Step 100 Loss,Step 200 Loss,Step 300 Loss,Step 400 Loss,Step 500 Loss,Step 600 Loss,Step 700 Loss,Step 800 Loss,Step 900 Loss,Step 1000 Loss,Step 1100 Loss,Step 1200 Loss,Step 1300 Loss,Step 1400 Loss,Generated Text
0.00016,6,384,64,48,6,"[3072, 86]",1.4264392852783203,194.101895570755,4.6093,2.5265,2.3938,2.2052,2.0030,1.8616,1.7552,1.6709,1.6034,1.5518,1.4960,1.4545,1.4141,1.3718,1.3444,"was helping two him a right?""\nGratta is. ""And yes.""\n""He poid up litted out of the great low. If\nare"
0.00016,6,384,128,48,2,"[6144, 86]",1.6721868515014648,116.87306094169617,4.5656,2.5952,2.4915,2.4247,2.3513,2.2552,2.1290,2.0121,1.9226,1.8568,1.7938,1.7355,1.6868,1.6408,1.6046,SEANDmons mattere st. I in they cropping round to\nweree pace. One on ither but hisfor creed must\npur
0.00016,6,384,128,48,4,"[6144, 86]",1.5183299779891968,266.1896686553955,4.5565,2.5590,2.4537,2.3654,2.2332,2.0670,1.9408,1.8460,1.7572,1.6967,1.6347,1.5792,1.5336,1.4954,1.4463,"Namil Arphad negotion.""\nA nour asined look. ""The tuon that I like as coviffed.\n""Yes, they is tuon yo"
0.00016,6,384,128,48,6,"[6144, 86]",1.417357325553894,323.11317324638367,4.6164,2.5395,2.4489,2.3490,2.1576,1.9810,1.8570,1.7516,1.6682,1.5966,1.5366,1.4809,1.4307,1.3834,1.3466,"hereed that They sould out came to couns. Jushe\nwe not remused in your be welied canted was ix, as\nf"
0.00016,6,384,32,64,2,"[2048, 86]",1.6801388263702393,70.06003260612488,4.6236,2.5713,2.3207,2.1264,2.0047,1.9223,1.8582,1.7985,1.7597,1.7104,1.6869,1.6571,1.6291,1.5988,1.5746,"Anayah see! Elying on was must retome was ago, ""Oone if this froce\ndest bet, Gratta be my motith uct"
0.00016,6,384,32,64,4,"[2048, 86]",1.5270320177078247,119.9949676990509,4.6950,2.5081,2.2678,2.0715,1.9409,1.8348,1.7513,1.6872,1.6443,1.5981,1.5685,1.5235,1.5000,1.4727,1.4489,"looked and on wether a saws.""\nAncennered silend.""\n49\nSEAN McKAMT\nMcKieding to need to Taking\nthe tal"
0.00016,6,384,32,64,6,"[2048, 86]",1.4213004112243652,170.0378975868225,4.6434,2.4819,2.2216,2.0222,1.8748,1.7843,1.7026,1.6494,1.5823,1.5360,1.4966,1.4647,1.4325,1.4028,1.3697,"McKAY\n""WI will not we have sent in not shook\nand to warriors of the of can the nut will betight!""\nTa"
0.00016,6,384,64,64,2,"[4096, 86]",1.575218677520752,91.68302750587463,4.7084,2.5773,2.4355,2.2805,2.1104,1.9895,1.8952,1.8179,1.7594,1.7088,1.6716,1.6309,1.5968,1.5725,1.5310,their wailit mighfed to the horve\nCounced would betwore see spaing faing\non bere cappe. The sold Gwa
0.00016,6,384,64,64,4,"[4096, 86]",1.487092137336731,161.3915605545044,4.5587,2.5415,2.3722,2.1859,2.0106,1.8731,1.7667,1.6916,1.6219,1.5656,1.5208,1.4660,1.4372,1.4007,1.3742,Aboutwn his feold where a mornessens the cirty\ntuon'sself may huew he hround the airs\ncomfrom berfus
0.00016,6,384,64,64,6,"[4096, 86]",1.4023585319519043,243.81951308250427,4.6007,2.5101,2.3549,2.1366,1.9467,1.8139,1.7093,1.6276,1.5561,1.4929,1.4478,1.4020,1.3583,1.3240,1.2871,NG'st would me watcking Thas were nodded. After\nthe. Eove was axpted the squirrec his bew snay and o
0.00016,6,384,128,64,2,"[8192, 86]",1.6369327306747437,148.03778553009033,4.6092,2.5917,2.4868,2.4106,2.3095,2.1837,2.0450,1.9333,1.8485,1.7797,1.7226,1.6735,1.6287,1.5902,1.5513,"HIND Di:g4\nEWE MuzEved to KI390 Mck At Arphad saall a\nsprocke of and dabout is, sic. Taka nort at Pe"
0.00016,6,384,128,64,4,"[8192, 86]",1.4584934711456299,310.716881275177,4.7206,2.5541,2.4593,2.3547,2.1878,2.0201,1.8924,1.7927,1.7046,1.6402,1.5844,1.5237,1.4778,1.4337,1.3958,"""Take are wask, tack of yellechep he oped and\nup buled, I wishink oth can frelendsed, of my mauw\nmai"
0.00016,6,384,128,64,6,"[8192, 86]",1.3717395067214966,400.74784231185913,4.5478,2.5245,2.4295,2.3009,2.1084,1.9407,1.8156,1.7147,1.6274,1.5597,1.4902,1.4281,1.3845,1.3407,1.2879,"their opened and the may gotest they may at their was make a\nsmiled, and to outacch pour at they eye"
0.00016,8,512,32,32,2,"[1024, 86]",1.7146562337875366,72.67900133132935,4.6557,2.5431,2.3276,2.1466,2.0318,1.9527,1.8847,1.8165,1.7729,1.7398,1.7118,1.6726,1.6508,1.6242,1.5898,"20~EAR – A CEKAY\nA RIN– FNEW, mil know\narea ie too he know is comef?"" ""I will thalk sight be henroun"
0.00016,8,512,32,32,4,"[1024, 86]",1.5081021785736084,130.03536438941956,4.6689,2.5084,2.2915,2.0932,1.9616,1.8462,1.7778,1.7221,1.6810,1.6177,1.5932,1.5572,1.5274,1.5042,1.4809,chaid to que cearth his catFing veice a\nmaeuw offerbution if hind he to the shout in lake as faster.
0.00016,8,512,32,32,6,"[1024, 86]",1.4957001209259033,187.0263512134552,4.5836,2.4942,2.2799,2.0757,1.9426,1.8390,1.7546,1.6947,1.6463,1.5986,1.5638,1.5247,1.4899,1.4570,1.4391,"gain head bring and commanod a looked\nat their was usel. This of ofur tent. Aour\ndare nored 4cKAY\n""D"
0.00016,8,512,64,32,2,"[2048, 86]",1.6077426671981812,85.48547530174255,4.6507,2.5573,2.4154,2.2592,2.0967,1.9919,1.9034,1.8277,1.7704,1.7136,1.6743,1.6367,1.5979,1.5684,1.5425,with Gratta awas dis neared. In take his sunage\nPTER V – V ACDGrata looked up to posy face his myt\ng
0.00016,8,512,64,32,4,"[2048, 86]",1.4346284866333008,157.65084171295166,4.6334,2.5179,2.3858,2.2062,2.0222,1.8813,1.7877,1.7041,1.6468,1.5863,1.5423,1.4914,1.4663,1.4270,1.3939,"the learner. ""Beft the gathers werk rodic onlighting.\nPelans of Thas's jorse and others, and wore at"
0.00016,8,512,64,32,6,"[2048, 86]",1.3847458362579346,231.47882962226868,4.5811,2.5055,2.3678,2.1674,1.9645,1.8451,1.7323,1.6613,1.5889,1.5373,1.4915,1.4457,1.3955,1.3556,1.3196,"worched by relannight they relerve.""\n""Twank. Namal pust with his paws, sidencens nainable,\n67\nSEAN p"
0.00016,8,512,128,32,2,"[4096, 86]",1.6926159858703613,131.4810791015625,4.6059,2.5559,2.4608,2.3796,2.2506,2.1288,2.0164,1.9366,1.8628,1.7985,1.7443,1.6917,1.6415,1.6096,1.5738,"suien storce strouck, Gratta loRding sientled and as\nhe lantt toldersimed from tour mil. Gristta not"
0.00016,8,512,128,32,4,"[4096, 86]",1.4750776290893555,271.0594553947449,4.5708,2.5275,2.4374,2.3332,2.1579,1.9961,1.8749,1.7762,1.6943,1.6300,1.5758,1.5175,1.4730,1.4372,1.3947,"tuod to sire. ""We he ission bew took most me any Zechariyah\nfoughial is delowy crossird. Where thive"
0.00016,8,512,128,32,6,"[4096, 86]",1.38777494430542,406.0235900878906,4.5465,2.5134,2.4259,2.2953,2.0842,1.9135,1.7962,1.6917,1.6073,1.5399,1.4936,1.4253,1.3773,1.3333,1.2868,"its discems wortho not we!"" Namal\nAnayah and rappon with loons burt. As nayah surptand\nhum stow\nand"
0.00016,8,512,32,48,2,"[1536, 86]",1.547789216041565,82.12247276306152,4.5762,2.5098,2.2521,2.0957,1.9676,1.8802,1.8124,1.7557,1.7246,1.6626,1.6325,1.6018,1.5802,1.5587,1.5332,"fecushed spen-en othat was\nknoth unt.\nGor frof the him. ""The them the klowey stoon of maeuws.""\nAidde"
0.00016,8,512,32,48,4,"[1536, 86]",1.491679310798645,149.9533188343048,4.5790,2.4783,2.2312,2.0150,1.8893,1.7950,1.7359,1.6572,1.6139,1.5618,1.5228,1.4883,1.4677,1.4342,1.4077,"24\nCHAPTED – 8% V A DENGra, will the manew\nit in is courge for half witenable same\nto le! Tbuod have"
0.00016,8,512,32,48,6,"[1536, 86]",1.4049259424209595,213.29505467414856,4.7701,2.4591,2.2025,1.9978,1.8437,1.7446,1.6671,1.6025,1.5495,1.5035,1.4695,1.4308,1.4067,1.3681,1.3446,His tubs. We will genesed will of the\nneerfally. He coldiers for ofser finishta\ntuman cubit to them.
0.00016,8,512,64,48,2,"[3072, 86]",1.536528468132019,109.65838027000427,4.6516,2.5353,2.3760,2.1896,2.0228,1.9008,1.8134,1.7440,1.6876,1.6320,1.5881,1.5618,1.5245,1.4868,1.4630,"SEAN McKAY mile! Nard reacited."" Gratta stack\nRoished ward.""\n12\nSEAN McKAY\nArnayah with that whick t"
0.00016,8,512,64,48,4,"[3072, 86]",1.3708043098449707,216.36163854599,4.6170,2.5037,2.3322,2.1015,1.9155,1.7995,1.7054,1.6281,1.5636,1.5123,1.4609,1.4185,1.3859,1.3424,1.3069,"the caite ovations and shall shoutrate of mold Trial's for the\nhonons, give as you motiany.""\nName sl"
0.00016,8,512,64,48,6,"[3072, 86]",1.2886229753494263,305.1734800338745,4.6848,2.4904,2.3086,2.0675,1.8717,1.7416,1.6440,1.5642,1.4931,1.4229,1.3891,1.3249,1.2827,1.2485,1.2140,"s~opesed.\n""My were – may a be attaited them to Yah Emine?""\nAnayah vight and looked at to his mes at."
0.00016,8,512,128,48,2,"[6144, 86]",1.5592519044876099,189.9464294910431,4.6305,2.5556,2.4561,2.3467,2.1990,2.0640,1.9673,1.8841,1.8042,1.7399,1.6790,1.6278,1.5801,1.5402,1.4990,"The gatered and at onew dan, ""No hin would et you.""\n""He to sear?""\n""Yon Eryon!"" They King Attakly a t"
0.00016,8,512,128,48,4,"[6144, 86]",1.3690770864486694,346.52887511253357,4.5448,2.5195,2.4171,2.2814,2.0780,1.9091,1.7914,1.6970,1.6206,1.5474,1.4922,1.4324,1.3860,1.3415,1.2970,"wage to the maeuw lives."". May of Arphad and\nyour had, ""Ach is your comnuese wither growly to two th"
0.00016,8,512,128,48,6,"[6144, 86]",1.274579644203186,503.07169699668884,4.6250,2.5084,2.4077,2.2245,1.9924,1.8345,1.7108,1.6101,1.5388,1.4624,1.3964,1.3510,1.2870,1.2363,1.1860,let be him away trefure that would my chekms ens? Wet chungeed\nBib-We parted to perful this many com
0.00016,8,512,32,64,2,"[2048, 86]",1.5814570188522339,97.39708185195923,4.6442,2.5109,2.2163,2.0363,1.9118,1.8206,1.7595,1.6945,1.6629,1.6222,1.5882,1.5612,1.5302,1.5154,1.4850,"Aiddens a launed that toward like and not reacuss free to fitht the had tuons brown his parted. ""It"
0.00016,8,512,32,64,4,"[2048, 86]",1.4019652605056763,169.18061089515686,4.6332,2.4522,2.1815,1.9795,1.8398,1.7414,1.6590,1.5982,1.5496,1.5114,1.4693,1.4466,1.4107,1.3795,1.3483,"WhE Eldong hersuch they enoumang ooc salmed at they caluter and back.\n""King bows it you follows?"" An"
0.00016,8,512,32,64,6,"[2048, 86]",1.3447561264038086,246.19868230819702,4.6266,2.4394,2.1640,1.9354,1.8034,1.6911,1.6055,1.5498,1.5011,1.4420,1.4100,1.3763,1.3457,1.3142,1.2792,"General had\nevers.\n""An!""\nGratta smell with the might be offer\non thespen, but his fand wish spoke yo"
0.00016,8,512,64,64,2,"[4096, 86]",1.5353665351867676,134.39278388023376,4.7126,2.5350,2.3456,2.1378,1.9592,1.8552,1.7619,1.6950,1.6374,1.5954,1.5494,1.5176,1.4806,1.4475,1.4221,"lown upons!"" Keanned. Or\nwa looked. I will at hat want the tisked Pran to came age to\nconue. We that"
0.00016,8,512,64,64,4,"[4096, 86]",1.315566897392273,249.46276593208313,4.5925,2.4846,2.2864,2.0501,1.8634,1.7366,1.6486,1.5661,1.5050,1.4502,1.4083,1.3581,1.3182,1.2790,1.2357,"do not raise all day a cad.\nAnayah the pan tuon we goated us and raised to the Aidden\nit. ""I namblo"
0.00016,8,512,64,64,6,"[4096, 86]",1.1971192359924316,364.4661395549774,4.6173,2.4749,2.2843,2.0100,1.8223,1.6917,1.5940,1.5107,1.4429,1.3798,1.3289,1.2746,1.2265,1.1849,1.1406,"the lave if alomact donight royautur lans that soly, anding,\nand almong the nexted to ther dozen lir"
0.00016,8,512,128,64,2,"[8192, 86]",1.507848858833313,228.6126527786255,4.6370,2.5438,2.4430,2.3340,2.1802,2.0346,1.9063,1.8095,1.7207,1.6496,1.5903,1.5440,1.4944,1.4591,1.4164,"been the ne.""\nThe waskiled the cord is tractionf the fur of of their lashmsed\nhim, by seoplial telp."
0.00016,8,512,128,64,4,"[8192, 86]",1.3044639825820923,448.5973711013794,4.6295,2.5089,2.4005,2.2216,1.9775,1.8211,1.7036,1.6169,1.5388,1.4787,1.4126,1.3646,1.3143,1.2649,1.2239,"Vo ore them he seed intering on the enjost.""\n36\nCHAPTER II\nCHAPTER V\n44\nCHAN CES KAY\nhad 's judgming"
0.00016,8,512,128,64,6,"[8192, 86]",1.1985214948654175,589.9734816551208,4.6022,2.4993,2.3839,2.2005,1.9546,1.7872,1.6594,1.5607,1.4723,1.3914,1.3321,1.2694,1.2111,1.1572,1.1056,"Nayah. Shad milen, let ouking the Pyrran\nClans! We were peopled up the rimsents have to someonight,\n"
0.00016,12,768,32,32,2,"[1024, 86]",1.583662748336792,133.04474401474,4.6351,2.4842,2.2071,2.0369,1.9187,1.8316,1.7595,1.7139,1.6593,1.6227,1.5940,1.5589,1.5355,1.5038,1.4928,"Gratta's held the ouve suuch\nfir."" Thas censt part anated, ""I\nam's?""\nin was proked appriancould an t"
0.00016,12,768,32,32,4,"[1024, 86]",1.5244636535644531,225.11475610733032,4.5653,2.4558,2.1624,1.9738,1.8429,1.7496,1.6857,1.6186,1.5703,1.5326,1.5054,1.4605,1.4273,1.4023,1.3849,urnit frap-the other spear! What over\ncaul. Prrieling and Gratta had finding ansidering the\nruelt wa
0.00016,12,768,32,32,6,"[1024, 86]",1.3748174905776978,323.9550838470459,4.5967,2.4698,2.2005,1.9896,1.8533,1.7362,1.6564,1.5976,1.5403,1.4990,1.4549,1.4231,1.3859,1.3486,1.3229,"racked in the healls. Your conchild his\nheare, and he peached hip cebax out at kmusted as yellonger"
0.00016,12,768,64,32,2,"[2048, 86]",1.3968393802642822,145.34737086296082,4.6061,2.5003,2.3181,2.0894,1.9281,1.8265,1.7385,1.6651,1.6127,1.5636,1.5345,1.4907,1.4470,1.4190,1.3886,juch\nis ten\nto ent and who wold preled about the senmilaps and\nhind towing a right throoes aroum.\nLa
0.00016,12,768,64,32,4,"[2048, 86]",1.351026177406311,270.8186092376709,4.5982,2.4750,2.2771,2.0015,1.8333,1.7200,1.6342,1.5701,1.5033,1.4400,1.4010,1.3493,1.3134,1.2728,1.2395,had milit rescollong for the city and on tear. Anayah\nundershief to last lose him kief him tends aft
0.00016,12,768,64,32,6,"[2048, 86]",1.2240480184555054,384.8315496444702,4.6216,2.4912,2.3074,2.0409,1.8374,1.7046,1.6040,1.5199,1.4541,1.3938,1.3433,1.2950,1.2379,1.2011,1.1524,landed down. He who longooked for find\nthe trable the chartes. Think was expeching th was gent for\np
0.00016,12,768,128,32,2,"[4096, 86]",1.4561935663223267,218.2847616672516,4.6672,2.5132,2.4199,2.2757,2.1026,1.9481,1.8433,1.7538,1.6723,1.6066,1.5492,1.5069,1.4559,1.4110,1.3769,"hards a flight the\npardeive – as crulds and their of my any glabbte a\nlaver. Gratta,"" in wors king a"
0.00016,12,768,128,32,4,"[4096, 86]",1.254677414894104,406.4580807685852,4.6079,2.4941,2.3822,2.1784,1.9453,1.8003,1.6851,1.6050,1.5179,1.4506,1.3834,1.3379,1.2812,1.2324,1.1907,"howks with out him.\nThe talked wound have radlized the\nton certant of The yourna's voice stake, and"
0.00016,12,768,128,32,6,"[4096, 86]",1.1253012418746948,518.5666315555573,4.6600,2.4939,2.3985,2.1947,1.9111,1.7582,1.6137,1.5045,1.4185,1.3440,1.2785,1.2134,1.1475,1.0895,1.0326,"ould the all."" Gratta nodded at the air. They no tuon\ngan warriors, and swered. The tathe Prince has"
0.00016,12,768,32,48,2,"[1536, 86]",1.4965977668762207,121.87847590446472,4.6304,2.4488,2.1393,1.9473,1.8283,1.7482,1.6873,1.6317,1.5908,1.5496,1.5239,1.4901,1.4589,1.4277,1.4076,"""I human is in the tuons would, but and in trody% maught plans of to ent ing\ntuon a guare, down't st"
0.00016,12,768,32,48,4,"[1536, 86]",1.3836053609848022,227.37035608291626,4.5546,2.4118,2.0868,1.8892,1.7656,1.6728,1.5968,1.5548,1.4946,1.4489,1.4152,1.3805,1.3401,1.3179,1.2915,He looked back a down. No will negot\n28\nCHAPTER V – A DESPERAVE\nTO OF THE TUON\nCHAPTER V\nHAV THE – D
0.00016,12,768,32,48,6,"[1536, 86]",1.2824798822402954,332.2826852798462,4.5793,2.4258,2.1066,1.8771,1.7494,1.6450,1.5606,1.5048,1.4470,1.4100,1.3525,1.3196,1.2826,1.2447,1.2145,"looked at the heaeuws said, ""I undical usuall tuon around himsself. Gratta\nwas necust to the first o"
0.00016,12,768,64,48,2,"[3072, 86]",1.4019627571105957,174.04320812225342,4.6414,2.4850,2.2498,2.0023,1.8480,1.7351,1.6572,1.5944,1.5419,1.4875,1.4438,1.4043,1.3626,1.3335,1.3021,"too need be the paw surkels. We for voiced baning to make\nsurver. ""The walls not eards."" The was say"
0.00016,12,768,64,48,4,"[3072, 86]",1.2552658319473267,328.609130859375,4.5730,2.4521,2.2354,1.9505,1.7666,1.6545,1.5581,1.4799,1.4062,1.3555,1.3072,1.2543,1.2070,1.1694,1.1231,"sure. Stercheme quiest, he scoplote to moxniff two\nrecallonsic parts in to tharrop. The fire a maeus"
0.00016,12,768,64,48,6,"[3072, 86]",1.0582226514816284,469.3512008190155,4.6207,2.4638,2.2296,1.9258,1.7383,1.6059,1.5005,1.4188,1.3516,1.2774,1.2138,1.1589,1.1096,1.0521,0.9968,"Thas.?""\n""I sent out in sure that that is yes? Whather\ntruchmelh men bushed his land this\nribe.""\nThe"
0.00016,12,768,128,48,2,"[6144, 86]",1.344533085823059,272.4384391307831,4.5389,2.5013,2.3856,2.2151,1.9989,1.8479,1.7360,1.6485,1.5656,1.4988,1.4429,1.3977,1.3475,1.3060,1.2698,"Pilesclans you beet that man imple.""\nHis looked, and Graned and smiled told up reace\non if the the i"
0.00016,12,768,128,48,4,"[6144, 86]",1.1581718921661377,474.0598635673523,4.5900,2.4871,2.3375,2.0569,1.8516,1.6985,1.5901,1.4938,1.4191,1.3537,1.2863,1.2262,1.1638,1.1094,1.0516,Anayah the lights of or loges. Fis cubitiat fod exame.\nTha) was were men me tonice swas face-14\nmili
0.00016,12,768,128,48,6,"[6144, 86]",0.9784095883369446,714.5874242782593,4.6954,2.4797,2.3355,2.0260,1.7882,1.6326,1.5101,1.4042,1.3256,1.2468,1.1663,1.0831,1.0087,0.9462,0.8605,"Vryth. Prounting coud, without human drunged with\nalso darts you preves. He had the gathered snarrow"
0.00016,12,768,32,64,2,"[2048, 86]",1.4057854413986206,146.44065880775452,4.6475,2.4145,2.0857,1.9094,1.7961,1.7151,1.6535,1.5878,1.5446,1.5010,1.4682,1.4497,1.4089,1.3840,1.3559,"Pelarana's is hir are trickly sfatchied sushed the smile ofter."" The would be a simpliese. Some was\n"
0.00016,12,768,32,64,4,"[2048, 86]",1.275955319404602,280.8135459423065,4.6014,2.3793,2.0337,1.8327,1.7080,1.6236,1.5367,1.4859,1.4412,1.3902,1.3527,1.3081,1.2788,1.2486,1.2120,"Gratta wol discuerity oach the walls, and will do and rage an humans\nrountled onk as had not was a n"
0.00016,12,768,32,64,6,"[2048, 86]",1.1943501234054565,433.9537847042084,4.6348,2.3907,2.0384,1.8311,1.6708,1.5861,1.5104,1.4536,1.3951,1.3464,1.2938,1.2583,1.2145,1.1767,1.1414,"High Priest me gone down almost not sup, and rattion to stump distross\nhave live at Torial that much"
0.00016,12,768,64,64,2,"[4096, 86]",1.298535704612732,247.70789051055908,4.6593,2.4663,2.2032,1.9628,1.8030,1.7010,1.6180,1.5519,1.4998,1.4437,1.3874,1.3490,1.3089,1.2681,1.2299,"A NEW Sman way stepped."" Sen Gratta looked on all a negotian, mro\nhis cornizl?""\nGratta\nwas nodded, s"
0.00016,12,768,64,64,4,"[4096, 86]",1.1612777709960938,419.07942748069763,4.5963,2.4475,2.1567,1.8723,1.7009,1.5719,1.4805,1.4093,1.3363,1.2810,1.2251,1.1722,1.1189,1.0676,1.0215,"worth trime,""\nGrattaIt– before a reached marchern what Arphad, but\nthe is a your words of the direvi"
0.00016,12,768,64,64,6,"[4096, 86]",0.9755991101264954,572.6672804355621,4.5512,2.4517,2.1885,1.8777,1.6888,1.5505,1.4453,1.3577,1.2793,1.2147,1.1517,1.0796,1.0212,0.9546,0.8958,"""Yes, yir!"" all for the purings, but and left we still\nas he.""\n""You will have be two negotiantices,"
0.00016,12,768,128,64,2,"[8192, 86]",1.2931668758392334,396.5139362812042,4.5865,2.4952,2.3675,2.1622,1.9722,1.8194,1.7086,1.6151,1.5408,1.4716,1.4172,1.3672,1.3094,1.2613,1.2180,"Gratta. ""I shall, such of on is the Pyrran Chief Gra\nAidden.""\nGratta nodded. ""Thank It is fam a\nhis"
0.00016,12,768,128,64,4,"[8192, 86]",1.0667495727539062,695.5143551826477,4.6035,2.4753,2.3211,2.0149,1.7976,1.6502,1.5377,1.4471,1.3644,1.2898,1.2283,1.1572,1.0939,1.0307,0.9616,"SEAN McKAY\nsubefore feliely.""\nGratta looked around and alled birdle to fells, cany\nguard with that i"
